cobertura_tech,n_techs_match,diff_nivel,diff_anos,tiene_cloud_si_pide,falta_cloud,tiene_docker_si_pide,falta_docker,tiene_sql_si_pide,falta_sql,ingles_ok,llm_match,n_proyectos,anos_experiencia,score_claude,candidato_json,oferta_json
0.333,4,-2,-5.7,1,0,1,0,1,0,1,0,4,0.6,28,"{""nivel"": ""junior"", ""anos_experiencia"": 0.6, ""stack"": [""LlamaIndex"", ""Langfuse"", ""LangGraph"", ""Django"", ""Celery"", ""NumPy"", ""Pandas"", ""HuggingFace"", ""Azure Functions""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 4, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 6.3, ""tecnologias_requeridas"": [""Celery"", ""Redis"", ""ChromaDB"", ""pgvector"", ""LlamaIndex"", ""Docker"", ""Django"", ""Haystack"", ""CrewAI"", ""Langfuse"", ""FastAPI"", ""LangChain""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.167,1,0,1.0,0,1,0,0,1,0,0,0,3,2.0,42,"{""nivel"": ""junior"", ""anos_experiencia"": 2.0, ""stack"": [""AutoGen"", ""LangChain"", ""RAG"", ""LlamaIndex"", ""MongoDB"", ""Matplotlib""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""intermedio"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 1.0, ""tecnologias_requeridas"": [""MongoDB"", ""Redis"", ""Langfuse"", ""Celery"", ""LangGraph"", ""Django""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""startup"", ""remoto"": false}"
0.154,2,-1,-3.3,1,0,0,1,0,1,1,0,8,3.5,18,"{""nivel"": ""mid"", ""anos_experiencia"": 3.5, ""stack"": [""Langfuse"", ""Flask"", ""Azure App Service""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 8, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 6.8, ""tecnologias_requeridas"": [""ChromaDB"", ""CrewAI"", ""Kubernetes"", ""Haystack"", ""LangGraph"", ""Django"", ""Celery"", ""Langfuse"", ""Docker"", ""Flask"", ""LlamaIndex"", ""Redis"", ""pgvector""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""startup"", ""remoto"": true}"
0.182,2,-1,-0.8,1,0,0,0,0,0,0,0,4,4.6,35,"{""nivel"": ""mid"", ""anos_experiencia"": 4.6, ""stack"": [""ChromaDB"", ""LlamaIndex"", ""AutoGen"", ""Langfuse"", ""Kubernetes"", ""MongoDB"", ""GCP Cloud Run"", ""Azure App Service""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""intermedio"", ""n_proyectos_produccion"": 4, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 5.4, ""tecnologias_requeridas"": [""Celery"", ""Langfuse"", ""Django"", ""LangChain"", ""LlamaIndex"", ""Redis"", ""RAG"", ""Flask"", ""LangGraph"", ""Haystack"", ""FastAPI""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""edtech"", ""remoto"": true}"
0.2,1,2,6.1,1,0,0,0,0,1,1,0,15,6.8,58,"{""nivel"": ""senior"", ""anos_experiencia"": 6.8, ""stack"": [""ChromaDB"", ""pgvector"", ""CrewAI"", ""PostgreSQL"", ""Django"", ""Docker"", ""Redis"", ""sklearn"", ""XGBoost"", ""Azure Functions""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 15, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.7, ""tecnologias_requeridas"": [""Celery"", ""SQLAlchemy"", ""pgvector"", ""RAG"", ""FastAPI""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""ecommerce"", ""remoto"": true}"
0.25,2,1,2.6,0,0,0,1,0,1,1,0,9,5.4,52,"{""nivel"": ""senior"", ""anos_experiencia"": 5.4, ""stack"": [""LlamaIndex"", ""AutoGen"", ""Langfuse"", ""MongoDB""], ""tiene_cloud"": false, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 9, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.8, ""tecnologias_requeridas"": [""RAG"", ""LangChain"", ""MongoDB"", ""PostgreSQL"", ""pgvector"", ""LlamaIndex"", ""FastAPI"", ""Docker""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""startup"", ""remoto"": false}"
0.333,3,1,7.2,1,0,0,0,1,0,1,0,10,9.9,85,"{""nivel"": ""senior"", ""anos_experiencia"": 9.9, ""stack"": [""RAG"", ""Kubernetes"", ""Redis"", ""Celery"", ""AWS EC2"", ""GCP Cloud Run""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 10, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.7, ""tecnologias_requeridas"": [""Celery"", ""PostgreSQL"", ""FastAPI"", ""Redis"", ""SQLAlchemy"", ""LangChain"", ""pgvector"", ""Kubernetes"", ""LlamaIndex""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.444,4,-2,-2.2,0,0,1,0,1,0,1,1,2,1.8,35,"{""nivel"": ""junior"", ""anos_experiencia"": 1.8, ""stack"": [""ChromaDB"", ""pgvector"", ""RAG"", ""AutoGen"", ""Redis"", ""Flask"", ""Django"", ""SQLAlchemy"", ""TensorFlow"", ""NumPy"", ""Pandas""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 2, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 4.0, ""tecnologias_requeridas"": [""SQLAlchemy"", ""AutoGen"", ""Langfuse"", ""Django"", ""Celery"", ""Kubernetes"", ""LlamaIndex"", ""MongoDB"", ""RAG""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.067,1,-1,-1.3,0,1,1,0,0,0,0,0,5,3.5,28,"{""nivel"": ""mid"", ""anos_experiencia"": 3.5, ""stack"": [""SQLAlchemy""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 5, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 4.8, ""tecnologias_requeridas"": [""Langfuse"", ""PostgreSQL"", ""Celery"", ""Kubernetes"", ""pgvector"", ""CrewAI"", ""LlamaIndex"", ""SQLAlchemy"", ""ChromaDB"", ""Django"", ""AutoGen"", ""LangGraph"", ""FastAPI"", ""Flask"", ""MongoDB""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""healthtech"", ""remoto"": false}"
0.0,0,2,10.4,0,0,0,0,0,1,1,1,6,11.3,72,"{""nivel"": ""senior"", ""anos_experiencia"": 11.3, ""stack"": [""pgvector"", ""CrewAI"", ""LangChain"", ""ChromaDB"", ""Flask"", ""MongoDB"", ""Docker"", ""HuggingFace"", ""AWS S3""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 6, ""n_agentes_ia"": 3, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.9, ""tecnologias_requeridas"": [""Celery"", ""Kubernetes"", ""LangGraph"", ""LlamaIndex"", ""RAG""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""healthtech"", ""remoto"": true}"
0.4,2,0,-0.1,0,0,0,1,0,0,1,1,2,0.2,72,"{""nivel"": ""junior"", ""anos_experiencia"": 0.2, ""stack"": [""Haystack"", ""pgvector"", ""LangGraph"", ""LangChain"", ""Kubernetes"", ""NumPy"", ""TensorFlow"", ""Pandas"", ""AWS Lambda""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 2, ""n_agentes_ia"": 4, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.3, ""tecnologias_requeridas"": [""LangGraph"", ""Flask"", ""Langfuse"", ""AutoGen"", ""LangChain""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""ecommerce"", ""remoto"": false}"
0.375,3,-1,-0.6,1,0,1,0,0,0,1,1,6,3.1,52,"{""nivel"": ""mid"", ""anos_experiencia"": 3.1, ""stack"": [""LangGraph"", ""ChromaDB"", ""pgvector"", ""Celery"", ""Kubernetes"", ""Matplotlib"", ""XGBoost"", ""AWS EC2"", ""Azure App Service""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 6, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 3.7, ""tecnologias_requeridas"": [""AutoGen"", ""LlamaIndex"", ""RAG"", ""MongoDB"", ""Haystack"", ""Kubernetes"", ""LangGraph"", ""pgvector""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""healthtech"", ""remoto"": false}"
0.0,0,1,3.5,0,1,0,0,1,0,0,0,4,4.3,35,"{""nivel"": ""mid"", ""anos_experiencia"": 4.3, ""stack"": [""FastAPI"", ""Django""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 4, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.8, ""tecnologias_requeridas"": [""LangGraph"", ""Flask"", ""Redis""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""fintech"", ""remoto"": true}"
0.231,3,-1,-2.9,0,0,0,0,0,1,1,0,7,2.5,32,"{""nivel"": ""mid"", ""anos_experiencia"": 2.5, ""stack"": [""Langfuse"", ""CrewAI"", ""LlamaIndex"", ""AutoGen"", ""Celery"", ""TensorFlow"", ""GCP BigQuery"", ""GCP Cloud Run""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 7, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 5.4, ""tecnologias_requeridas"": [""Docker"", ""AutoGen"", ""FastAPI"", ""Flask"", ""Langfuse"", ""LangChain"", ""CrewAI"", ""PostgreSQL"", ""Kubernetes"", ""LangGraph"", ""RAG"", ""pgvector"", ""Redis""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""startup"", ""remoto"": false}"
0.333,2,2,6.3,0,0,0,1,0,1,0,0,6,6.6,35,"{""nivel"": ""senior"", ""anos_experiencia"": 6.6, ""stack"": [""ChromaDB"", ""AutoGen"", ""CrewAI"", ""MongoDB"", ""Celery"", ""Matplotlib"", ""PyTorch""], ""tiene_cloud"": false, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 6, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.3, ""tecnologias_requeridas"": [""Redis"", ""Flask"", ""ChromaDB"", ""MongoDB"", ""pgvector"", ""Django""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""ecommerce"", ""remoto"": true}"
0.333,4,-1,-3.5,0,0,1,0,0,0,1,1,5,3.2,35,"{""nivel"": ""mid"", ""anos_experiencia"": 3.2, ""stack"": [""Haystack"", ""AutoGen"", ""LangGraph"", ""LangChain"", ""Redis"", ""FastAPI"", ""Django"", ""HuggingFace"", ""GCP Cloud Run""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 5, ""n_agentes_ia"": 6, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 6.7, ""tecnologias_requeridas"": [""Haystack"", ""Docker"", ""Kubernetes"", ""LangGraph"", ""Django"", ""Langfuse"", ""FastAPI"", ""CrewAI"", ""Flask"", ""Celery"", ""LlamaIndex"", ""ChromaDB""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""fintech"", ""remoto"": false}"
0.0,0,0,-0.7,0,1,1,0,0,0,0,1,2,0.2,35,"{""nivel"": ""junior"", ""anos_experiencia"": 0.2, ""stack"": [""pgvector"", ""LangGraph"", ""Django"", ""Docker"", ""TensorFlow"", ""XGBoost"", ""HuggingFace""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 2, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.9, ""tecnologias_requeridas"": [""Celery"", ""MongoDB"", ""PostgreSQL""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.167,1,-1,-1.3,0,1,1,0,0,0,0,1,3,1.4,32,"{""nivel"": ""junior"", ""anos_experiencia"": 1.4, ""stack"": [""pgvector"", ""Langfuse"", ""LangChain"", ""Kubernetes"", ""NumPy"", ""XGBoost""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 4, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.7, ""tecnologias_requeridas"": [""LangGraph"", ""Docker"", ""Celery"", ""MongoDB"", ""FastAPI"", ""Langfuse""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""ecommerce"", ""remoto"": true}"
0.4,2,1,1.9,1,0,0,1,1,0,1,1,6,2.8,72,"{""nivel"": ""mid"", ""anos_experiencia"": 2.8, ""stack"": [""LlamaIndex"", ""pgvector"", ""RAG"", ""SQLAlchemy"", ""PostgreSQL"", ""Celery"", ""sklearn"", ""TensorFlow"", ""Matplotlib"", ""Azure App Service""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 6, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.9, ""tecnologias_requeridas"": [""Haystack"", ""AutoGen"", ""pgvector"", ""Celery"", ""Langfuse""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": true}"
0.0,0,-1,0.3,1,0,0,1,0,1,0,0,2,1.7,28,"{""nivel"": ""junior"", ""anos_experiencia"": 1.7, ""stack"": [""SQLAlchemy"", ""sklearn"", ""PyTorch"", ""HuggingFace"", ""GCP Cloud Run"", ""Azure Functions""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 2, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.4, ""tecnologias_requeridas"": [""Langfuse"", ""Django"", ""Docker"", ""LangChain"", ""FastAPI"", ""AutoGen"", ""MongoDB"", ""LlamaIndex"", ""Kubernetes"", ""Flask""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""ecommerce"", ""remoto"": true}"
0.0,0,1,1.9,1,0,0,0,0,0,1,0,7,2.5,72,"{""nivel"": ""mid"", ""anos_experiencia"": 2.5, ""stack"": [""Django"", ""PyTorch"", ""XGBoost"", ""TensorFlow"", ""Azure App Service""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 7, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.6, ""tecnologias_requeridas"": [""pgvector"", ""LangChain"", ""Celery""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""ecommerce"", ""remoto"": false}"
0.0,0,0,1.4,0,0,1,0,0,0,1,1,4,1.4,52,"{""nivel"": ""junior"", ""anos_experiencia"": 1.4, ""stack"": [""RAG"", ""Redis"", ""Celery"", ""PyTorch""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 4, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.0, ""tecnologias_requeridas"": [""ChromaDB"", ""MongoDB"", ""PostgreSQL""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""startup"", ""remoto"": true}"
0.333,3,-1,-1.2,1,0,0,0,1,0,1,0,1,0.6,35,"{""nivel"": ""junior"", ""anos_experiencia"": 0.6, ""stack"": [""Haystack"", ""RAG"", ""ChromaDB"", ""AutoGen"", ""Redis"", ""GCP Cloud Run""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 1, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.8, ""tecnologias_requeridas"": [""RAG"", ""AutoGen"", ""Docker"", ""CrewAI"", ""LlamaIndex"", ""Langfuse"", ""LangChain"", ""ChromaDB"", ""LangGraph""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""ecommerce"", ""remoto"": false}"
0.0,0,-1,-0.3,0,0,0,1,0,0,1,0,1,1.1,28,"{""nivel"": ""junior"", ""anos_experiencia"": 1.1, ""stack"": [""Kubernetes"", ""FastAPI"", ""SQLAlchemy"", ""Pandas"", ""NumPy""], ""tiene_cloud"": false, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 1, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.4, ""tecnologias_requeridas"": [""pgvector"", ""Docker"", ""Langfuse"", ""Haystack"", ""Flask"", ""ChromaDB"", ""Celery""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""startup"", ""remoto"": true}"
0.333,4,-1,-2.8,0,0,1,0,0,0,0,1,8,2.5,35,"{""nivel"": ""mid"", ""anos_experiencia"": 2.5, ""stack"": [""RAG"", ""AutoGen"", ""pgvector"", ""LlamaIndex"", ""Flask"", ""PostgreSQL"", ""Docker"", ""AWS EC2"", ""GCP BigQuery""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 8, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 5.3, ""tecnologias_requeridas"": [""Kubernetes"", ""LangChain"", ""Redis"", ""PostgreSQL"", ""pgvector"", ""LangGraph"", ""Django"", ""Flask"", ""CrewAI"", ""SQLAlchemy"", ""MongoDB"", ""RAG""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""ecommerce"", ""remoto"": true}"
0.167,2,-1,-4.1,1,0,0,0,0,0,1,0,7,2.5,28,"{""nivel"": ""mid"", ""anos_experiencia"": 2.5, ""stack"": [""pgvector"", ""Celery"", ""Azure App Service"", ""AWS EC2""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 7, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 6.6, ""tecnologias_requeridas"": [""Celery"", ""Kubernetes"", ""Haystack"", ""CrewAI"", ""AutoGen"", ""FastAPI"", ""LangGraph"", ""RAG"", ""Redis"", ""PostgreSQL"", ""ChromaDB"", ""pgvector""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""startup"", ""remoto"": true}"
0.4,2,1,2.6,1,0,0,0,1,0,1,0,5,3.2,78,"{""nivel"": ""mid"", ""anos_experiencia"": 3.2, ""stack"": [""CrewAI"", ""LangGraph"", ""Langfuse"", ""Haystack"", ""Flask"", ""Django"", ""PostgreSQL"", ""TensorFlow"", ""AWS S3""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 5, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.6, ""tecnologias_requeridas"": [""PostgreSQL"", ""CrewAI"", ""AutoGen"", ""LlamaIndex"", ""pgvector""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""ecommerce"", ""remoto"": false}"
0.5,3,0,-0.3,0,0,0,0,0,1,1,0,8,2.3,58,"{""nivel"": ""mid"", ""anos_experiencia"": 2.3, ""stack"": [""Django"", ""FastAPI"", ""MongoDB"", ""NumPy"", ""sklearn"", ""AWS Lambda""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 8, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.6, ""tecnologias_requeridas"": [""RAG"", ""MongoDB"", ""FastAPI"", ""Celery"", ""Django"", ""Langfuse""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""consultor\u00eda"", ""remoto"": true}"
0.25,2,-1,-1.9,1,0,1,0,1,0,1,1,2,0.6,35,"{""nivel"": ""junior"", ""anos_experiencia"": 0.6, ""stack"": [""RAG"", ""CrewAI"", ""pgvector"", ""SQLAlchemy"", ""PostgreSQL"", ""HuggingFace"", ""Pandas"", ""NumPy"", ""AWS EC2"", ""Azure Functions""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 2, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.5, ""tecnologias_requeridas"": [""SQLAlchemy"", ""pgvector"", ""LangGraph"", ""Haystack"", ""Docker"", ""LlamaIndex"", ""Django"", ""Kubernetes""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.0,0,1,5.7,1,0,0,1,0,0,0,1,10,8.3,52,"{""nivel"": ""senior"", ""anos_experiencia"": 8.3, ""stack"": [""pgvector"", ""LangGraph"", ""Kubernetes"", ""SQLAlchemy"", ""GCP BigQuery""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 10, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.6, ""tecnologias_requeridas"": [""LlamaIndex"", ""Redis"", ""FastAPI"", ""CrewAI"", ""LangChain"", ""Celery"", ""PostgreSQL""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""fintech"", ""remoto"": false}"
0.2,1,0,-0.5,0,0,1,0,0,0,1,1,1,0.2,72,"{""nivel"": ""junior"", ""anos_experiencia"": 0.2, ""stack"": [""CrewAI"", ""RAG"", ""LangGraph"", ""Docker"", ""Celery"", ""PyTorch"", ""XGBoost"", ""AWS EC2""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 1, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.7, ""tecnologias_requeridas"": [""Redis"", ""Langfuse"", ""AutoGen"", ""ChromaDB"", ""Docker""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""fintech"", ""remoto"": false}"
